Kreisschluessel,Kreis
14511,"      Chemnitz"
14521,      Erzgebirgskreis
14521010,        Amtsberg
14521020,"        Annaberg-Buchholz"
14521030,"        Aue"
14521035,"        Aue-Bad Schlema"
14521040,        Auerbach
14521050,        Bad Schlema
14521060,        Bärenstein
14521070,        Bernsbach
14521080,        Bockau
14521090,        Börnichen/Erzgeb.
14521100,        Borstendorf
14521110,        Breitenbrunn/Erzgeb.
14521120,        Burkhardtsdorf
14521130,        Crottendorf
14521140,        Deutschneudorf
14521150,        Drebach
14521160,"        Ehrenfriedersdorf"
14521170,"        Eibenstock"
14521180,"        Elterlein"
14521190,        Erlbach-Kirchberg
14521200,        Gelenau/Erzgeb.
14521210,"        Geyer"
14521220,        Gornau/Erzgeb.
14521230,        Gornsdorf
14521240,        Großolbersdorf
14521250,        Großrückerswalde
14521260,"        Grünhain-Beierfeld"
14521270,        Grünhainichen
14521280,        Heidersdorf
14521290,        Hohndorf
14521300,        Hormersdorf
14521310,        Jahnsdorf/Erzgeb.
14521320,"        Johanngeorgenstadt"
14521330,"        Jöhstadt"
14521340,        Königswalde
14521350,"        Lauter/Sa."
14521355,"        Lauter-Bernsbach"
14521360,"        Lengefeld"
14521370,"        Lößnitz"
14521380,"        Lugau/Erzgeb."
14521390,"        Marienberg"
14521400,        Mildenau
14521410,        Neukirchen/Erzgeb.
14521420,        Niederdorf
14521430,        Niederwürschnitz
14521440,"        Oberwiesenthal, Kurort"
14521450,"        Oelsnitz/Erzgeb."
14521460,"        Olbernhau"
14521470,        Pfaffroda
14521480,        Pobershau
14521490,        Pockau
14521495,"        Pockau-Lengefeld"
14521500,        Raschau-Markersbach
14521510,"        Scheibenberg"
14521520,"        Schlettau"
14521530,"        Schneeberg"
14521540,        Schönheide
14521550,"        Schwarzenberg/Erzgeb."
14521560,        Sehmatal
14521570,"        Seiffen/Erzgeb., Kurort"
14521580,        Sosa
14521590,"        Stollberg/Erzgeb."
14521600,        Stützengrün
14521610,        Tannenberg
14521620,"        Thalheim/Erzgeb."
14521630,        Thermalbad Wiesenbad
14521640,"        Thum"
14521650,        Venusberg
14521660,        Waldkirchen/Erzgeb.
14521670,"        Wolkenstein"
14521680,"        Zöblitz"
14521690,"        Zschopau, Motorradstadt"
14521700,        Zschorlau
14521710,"        Zwönitz"
14522,"      Mittelsachsen"
14522010,        Altmittweida
14522020,"        Augustusburg"
14522030,        Bobritzsch
14522035,        Bobritzsch-Hilbersdorf
14522040,        Bockelwitz
14522050,"        Brand-Erbisdorf"
14522060,"        Burgstädt"
14522070,        Claußnitz
14522080,"        Döbeln"
14522090,        Dorfchemnitz
14522100,        Ebersbach
14522110,        Eppendorf
14522120,        Erlau
14522130,        Falkenau
14522140,"        Flöha"
14522150,"        Frankenberg/Sa., Garnisonsstadt"
14522160,        Frankenstein
14522170,"        Frauenstein"
14522180,"        Freiberg, Universitätsstadt"
14522190,"        Geringswalde"
14522200,        Großhartmannsdorf
14522210,"        Großschirma"
14522220,        Großweitzschen
14522230,"        Hainichen"
14522240,        Halsbrücke
14522250,"        Hartha"
14522260,        Hartmannsdorf
14522270,        Hilbersdorf
14522280,        Königsfeld
14522290,        Königshain-Wiederau
14522300,        Kriebstein
14522310,"        Leisnig"
14522320,        Leubsdorf
14522330,        Lichtenau
14522340,        Lichtenberg/Erzgeb.
14522350,"        Lunzenau"
14522360,"        Mittweida, Hochschulstadt"
14522370,        Mochau
14522380,        Mühlau
14522390,        Mulda/Sa.
14522400,        Neuhausen/Erzgeb.
14522410,        Niederstriegis
14522420,        Niederwiesa
14522430,        Oberschöna
14522440,"        Oederan"
14522450,        Ostrau
14522460,"        Penig"
14522470,        Rechenberg-Bienenmühle
14522480,        Reinsberg
14522490,"        Rochlitz"
14522500,        Rossau
14522510,"        Roßwein"
14522520,"        Sayda"
14522530,        Seelitz
14522540,        Striegistal
14522550,        Taura
14522570,"        Waldheim"
14522580,        Wechselburg
14522590,        Weißenborn/Erzgeb.
14522600,        Zettlitz
14522610,        Ziegra-Knobelsdorf
14522620,        Zschaitz-Ottewig
14523,      Vogtlandkreis
14523010,"        Adorf/Vogtl."
14523020,"        Auerbach/Vogtl."
14523030,        Bad Brambach
14523040,"        Bad Elster"
14523050,        Bergen
14523060,        Bösenbrunn
14523070,        Burgstein
14523080,        Eichigt
14523090,        Ellefeld
14523100,"        Elsterberg"
14523110,        Erlbach
14523120,"        Falkenstein/Vogtl."
14523130,        Grünbach
14523140,        Hammerbrücke
14523150,        Heinsdorfergrund
14523160,"        Klingenthal"
14523170,"        Lengenfeld"
14523180,        Leubnitz
14523190,        Limbach
14523200,"        Markneukirchen"
14523210,        Mehltheuer
14523220,        Morgenröthe-Rautenkranz
14523230,        Mühlental
14523240,"        Mühltroff"
14523245,        Muldenhammer
14523250,"        Mylau"
14523260,"        Netzschkau"
14523270,        Neuensalz
14523280,        Neumark
14523290,        Neustadt/Vogtl.
14523300,"        Oelsnitz/Vogtl."
14523310,"        Pausa-Mühltroff"
14523320,"        Plauen"
14523330,        Pöhl
14523340,"        Reichenbach im Vogtland"
14523350,        Reuth
14523360,"        Rodewisch"
14523365,        Rosenbach/Vogtl.
14523370,"        Schöneck/Vogtl."
14523380,        Steinberg
14523390,        Syrau
14523400,        Tannenbergsthal
14523410,        Theuma
14523420,        Tirpersdorf
14523430,"        Treuen"
14523440,        Triebel/Vogtl.
14523450,        Weischlitz
14523460,        Werda
14523470,        Zwota
14524,"      Zwickau"
14524010,        Bernsdorf
14524020,        Callenberg
14524030,"        Crimmitschau"
14524040,        Crinitzberg
14524050,        Dennheritz
14524060,        Fraureuth
14524070,        Gersdorf
14524080,"        Glauchau"
14524090,"        Hartenstein"
14524100,        Hartmannsdorf b. Kirchberg
14524110,        Hirschfeld
14524120,"        Hohenstein-Ernstthal"
14524130,"        Kirchberg"
14524140,        Langenbernsdorf
14524150,        Langenweißbach
14524160,"        Lichtenstein/Sa."
14524170,        Lichtentanne
14524180,"        Limbach-Oberfrohna"
14524190,"        Meerane"
14524200,        Mülsen
14524210,        Neukirchen/Pleiße
14524220,        Niederfrohna
14524230,"        Oberlungwitz"
14524240,        Oberwiera
14524250,        Reinsdorf
14524260,        Remse
14524270,        Schönberg
14524280,        St. Egidien
14524290,"        Waldenburg"
14524300,"        Werdau"
14524310,"        Wildenfels"
14524320,"        Wilkau-Haßlau"
14524330,"        Zwickau"
146,"    Dresden, Stat. Region"
14612,"      Dresden"
14625,"      Bautzen"
14625010,        Arnsdorf
14625020,"        Bautzen"
14625030,"        Bernsdorf"
14625040,"        Bischofswerda"
14625050,        Bretnig-Hauswalde
14625060,        Burkau
14625070,        Crostau
14625080,        Crostwitz
14625090,        Cunewalde
14625100,        Demitz-Thumitz
14625110,        Doberschau-Gaußig
14625120,        Elsterheide
14625130,"        Elstra"
14625140,        Frankenthal
14625150,        Göda
14625160,        Großdubrau
14625170,        Großharthau
14625180,        Großnaundorf
14625190,        Großpostwitz/O.L.
14625200,"        Großröhrsdorf"
14625210,        Guttau
14625220,        Haselbachtal
14625230,        Hochkirch
14625240,"        Hoyerswerda"
14625250,"        Kamenz"
14625260,        Kirschau
14625270,"        Königsbrück"
14625280,        Königswartha
14625290,        Kubschütz
14625300,        Laußnitz
14625310,"        Lauta"
14625320,        Lichtenberg
14625330,        Lohsa
14625340,        Malschwitz
14625350,        Nebelschütz
14625360,        Neschwitz
14625370,        Neukirch
14625380,        Neukirch/Lausitz
14625390,        Obergurig
14625400,        Oberlichtenau
14625410,        Ohorn
14625420,        Oßling
14625430,        Ottendorf-Okrilla
14625440,        Panschwitz-Kuckau
14625450,"        Pulsnitz"
14625460,        Puschwitz
14625470,        Räckelwitz
14625480,"        Radeberg"
14625490,        Radibor
14625500,        Ralbitz-Rosenthal
14625510,        Rammenau
14625520,"        Schirgiswalde"
14625525,"        Schirgiswalde-Kirschau"
14625530,        Schmölln-Putzkau
14625540,        Schönteichen
14625550,        Schwepnitz
14625560,        Sohland a. d. Spree
14625570,        Spreetal
14625580,        Steina
14625590,        Steinigtwolmsdorf
14625600,        Wachau
14625610,"        Weißenberg"
14625620,        Wiednitz
14625630,"        Wilthen"
14625640,"        Wittichenau"
14626,"      Görlitz"
14626010,"        Bad Muskau"
14626020,        Beiersdorf
14626030,"        Bernstadt a. d. Eigen"
14626040,        Berthelsdorf
14626050,        Bertsdorf-Hörnitz
14626060,        Boxberg/O.L.
14626070,        Dürrhennersdorf
14626080,"        Ebersbach/Sa."
14626085,"        Ebersbach-Neugersdorf"
14626090,        Eibau
14626100,        Gablenz
14626110,"        Görlitz"
14626120,        Groß Düben
14626130,        Großhennersdorf
14626140,        Großschönau
14626150,        Großschweidnitz
14626160,        Hähnichen
14626170,        Hainewalde
14626180,"        Herrnhut"
14626190,        Hohendubrau
14626200,        Horka
14626210,"        Jonsdorf, Kurort"
14626220,        Klitten
14626230,        Kodersdorf
14626240,        Königshain
14626245,        Kottmar
14626250,        Krauschwitz i.d. O.L.
14626260,        Kreba-Neudorf
14626270,        Lawalde
14626280,        Leutersdorf
14626290,"        Löbau"
14626300,        Markersdorf
14626310,        Mittelherwigsdorf
14626320,        Mücka
14626330,        Neißeaue
14626340,"        Neugersdorf"
14626350,"        Neusalza-Spremberg"
14626360,        Niedercunnersdorf
14626370,"        Niesky"
14626380,        Obercunnersdorf
14626390,        Oderwitz
14626400,        Olbersdorf
14626410,        Oppach
14626420,"        Ostritz"
14626430,        Oybin
14626440,        Quitzdorf am See
14626450,"        Reichenbach/O.L."
14626460,        Rietschen
14626470,        Rosenbach
14626480,"        Rothenburg/O.L."
14626490,        Schleife
14626500,        Schönau-Berzdorf a. d. Eigen
14626510,        Schönbach
14626520,        Schöpstal
14626530,"        Seifhennersdorf"
14626540,        Sohland a. Rotstein
14626550,        Strahwalde
14626560,        Trebendorf
14626570,        Vierkirchen
14626580,        Waldhufen
14626590,        Weißkeißel
14626600,"        Weißwasser/O.L."
14626610,"        Zittau"
14627,"      Meißen"
14627010,"        Coswig"
14627020,        Diera-Zehren
14627030,        Ebersbach
14627040,        Glaubitz
14627050,"        Gröditz"
14627060,"        Großenhain"
14627070,        Hirschstein
14627080,        Käbschütztal
14627090,        Ketzerbachtal
14627100,        Klipphausen
14627110,        Lampertswalde
14627120,        Leuben-Schleinitz
14627130,"        Lommatzsch"
14627140,"        Meißen"
14627150,        Moritzburg
14627160,        Nauwalde
14627170,        Niederau
14627180,"        Nossen"
14627190,        Nünchritz
14627200,        Priestewitz
14627210,"        Radebeul"
14627220,"        Radeburg"
14627230,"        Riesa"
14627240,        Röderaue
14627250,        Schönfeld
14627260,        Stauchitz
14627270,"        Strehla"
14627280,        Tauscha
14627290,        Thiendorf
14627300,        Triebischtal
14627310,        Weinböhla
14627320,        Weißig a. Raschütz
14627330,        Wildenhain
14627340,        Wülknitz
14627350,        Zabeltitz
14627360,        Zeithain
14628,"      Sächsische Schweiz-Osterzgebirge"
14628010,"        Altenberg"
14628020,"        Bad Gottleuba-Berggießhübel"
14628030,"        Bad Schandau"
14628040,        Bahretal
14628050,        Bannewitz
14628060,"        Dippoldiswalde"
14628070,        Dohma
14628080,"        Dohna"
14628090,        Dorfhain
14628100,        Dürrröhrsdorf-Dittersbach
14628110,"        Freital"
14628120,"        Geising"
14628130,"        Glashütte"
14628140,        Gohrisch
14628150,        Hartmannsdorf-Reichenau
14628160,"        Heidenau"
14628170,        Hermsdorf/Erzgeb.
14628180,        Höckendorf
14628190,"        Hohnstein"
14628200,        Kirnitzschtal
14628205,        Klingenberg
14628210,"        Königstein/Sächs. Schw."
14628220,        Kreischa
14628230,"        Liebstadt"
14628240,        Lohmen
14628250,        Müglitztal
14628260,"        Neustadt in Sachsen"
14628270,"        Pirna"
14628280,        Porschdorf
14628290,        Pretzschendorf
14628300,"        Rabenau"
14628310,"        Rathen, Kurort"
14628320,        Rathmannsdorf
14628330,        Reinhardtsdorf-Schöna
14628340,        Rosenthal-Bielatal
14628350,        Schmiedeberg
14628360,"        Sebnitz"
14628370,"        Stadt Wehlen"
14628380,"        Stolpen"
14628390,        Struppen
14628400,"        Tharandt"
14628410,"        Wilsdruff"
147,"    Leipzig, Stat. Region"
14713,"      Leipzig"
14729,"      Leipzig"
14729010,"        Bad Lausick"
14729020,        Belgershain
14729030,        Bennewitz
14729040,"        Böhlen"
14729050,"        Borna"
14729060,        Borsdorf
14729070,"        Brandis"
14729080,"        Colditz"
14729090,        Deutzen
14729100,        Elstertrebnitz
14729110,        Espenhain
14729120,        Eulatal
14729130,        Falkenhain
14729140,"        Frohburg"
14729150,"        Geithain"
14729160,"        Grimma"
14729170,"        Groitzsch"
14729180,        Großbothen
14729190,        Großpösna
14729200,        Hohburg
14729210,        Kitzen
14729220,"        Kitzscher"
14729230,"        Kohren-Sahlis"
